지역명,규모구분,연도,월,분양가격(제곱미터)
세종,전용면적 102제곱미터초과,2016,8,2585
강원,모든면적,2016,8,2098
강원,전용면적 60제곱미터이하,2016,8,2073
강원,전용면적 60제곱미터초과 85제곱미터이하,2016,8,2132
강원,전용면적 85제곱미터초과 102제곱미터이하,2016,8,
강원,전용면적 102제곱미터초과,2016,8,2402
충북,모든면적,2016,8,2124
충북,전용면적 60제곱미터이하,2016,8,2044
충북,전용면적 60제곱미터초과 85제곱미터이하,2016,8,2149
충북,전용면적 85제곱미터초과 102제곱미터이하,2016,8,2321
충북,전용면적 102제곱미터초과,2016,8,2243
충남,모든면적,2016,8,2235
충남,전용면적 60제곱미터이하,2016,8,2328
충남,전용면적 60제곱미터초과 85제곱미터이하,2016,8,2225
충남,전용면적 85제곱미터초과 102제곱미터이하,2016,8,2614
충남,전용면적 102제곱미터초과,2016,8,2765
전북,모든면적,2016,8,1929
전북,전용면적 60제곱미터이하,2016,8,1929
전북,전용면적 60제곱미터초과 85제곱미터이하,2016,8,1936
전북,전용면적 85제곱미터초과 102제곱미터이하,2016,8,2290
전북,전용면적 102제곱미터초과,2016,8,2323
전남,모든면적,2016,8,1966
전남,전용면적 60제곱미터이하,2016,8,1989
전남,전용면적 60제곱미터초과 85제곱미터이하,2016,8,1963
전남,전용면적 85제곱미터초과 102제곱미터이하,2016,8,2364
전남,전용면적 102제곱미터초과,2016,8,2264
경북,모든면적,2016,8,2238
경북,전용면적 60제곱미터이하,2016,8,2106
경북,전용면적 60제곱미터초과 85제곱미터이하,2016,8,2248
경북,전용면적 85제곱미터초과 102제곱미터이하,2016,8,2630
경북,전용면적 102제곱미터초과,2016,8,2576
경남,모든면적,2016,8,2384
경남,전용면적 60제곱미터이하,2016,8,2432
경남,전용면적 60제곱미터초과 85제곱미터이하,2016,8,2381
경남,전용면적 85제곱미터초과 102제곱미터이하,2016,8,3028
경남,전용면적 102제곱미터초과,2016,8,2759
제주,모든면적,2016,8,2878
제주,전용면적 60제곱미터이하,2016,8,2853
제주,전용면적 60제곱미터초과 85제곱미터이하,2016,8,2768
제주,전용면적 85제곱미터초과 102제곱미터이하,2016,8,3107
제주,전용면적 102제곱미터초과,2016,8,2605
서울,모든면적,2016,9,6283
서울,전용면적 60제곱미터이하,2016,9,6565
서울,전용면적 60제곱미터초과 85제곱미터이하,2016,9,6412
서울,전용면적 85제곱미터초과 102제곱미터이하,2016,9,7415
서울,전용면적 102제곱미터초과,2016,9,6571
인천,모든면적,2016,9,3168
인천,전용면적 60제곱미터이하,2016,9,3002
인천,전용면적 60제곱미터초과 85제곱미터이하,2016,9,3121
인천,전용면적 85제곱미터초과 102제곱미터이하,2016,9,3366
인천,전용면적 102제곱미터초과,2016,9,3632
경기,모든면적,2016,9,3360
경기,전용면적 60제곱미터이하,2016,9,3444
경기,전용면적 60제곱미터초과 85제곱미터이하,2016,9,3316
경기,전용면적 85제곱미터초과 102제곱미터이하,2016,9,3280
경기,전용면적 102제곱미터초과,2016,9,4079
부산,모든면적,2016,9,3200
부산,전용면적 60제곱미터이하,2016,9,3047
부산,전용면적 60제곱미터초과 85제곱미터이하,2016,9,3107
부산,전용면적 85제곱미터초과 102제곱미터이하,2016,9,3383
부산,전용면적 102제곱미터초과,2016,9,3874
대구,모든면적,2016,9,3147
대구,전용면적 60제곱미터이하,2016,9,3182
대구,전용면적 60제곱미터초과 85제곱미터이하,2016,9,3154
대구,전용면적 85제곱미터초과 102제곱미터이하,2016,9,3045
대구,전용면적 102제곱미터초과,2016,9,3045
광주,모든면적,2016,9,2721
광주,전용면적 60제곱미터이하,2016,9,2567
광주,전용면적 60제곱미터초과 85제곱미터이하,2016,9,2724
광주,전용면적 85제곱미터초과 102제곱미터이하,2016,9,2754
광주,전용면적 102제곱미터초과,2016,9,3087
대전,모든면적,2016,9,2517
대전,전용면적 60제곱미터이하,2016,9,2602
대전,전용면적 60제곱미터초과 85제곱미터이하,2016,9,2492
대전,전용면적 85제곱미터초과 102제곱미터이하,2016,9,
대전,전용면적 102제곱미터초과,2016,9,
울산,모든면적,2016,9,2976
울산,전용면적 60제곱미터이하,2016,9,2557
울산,전용면적 60제곱미터초과 85제곱미터이하,2016,9,2990
울산,전용면적 85제곱미터초과 102제곱미터이하,2016,9,2663
울산,전용면적 102제곱미터초과,2016,9,2967
세종,모든면적,2016,9,2689
세종,전용면적 60제곱미터이하,2016,9,2698
세종,전용면적 60제곱미터초과 85제곱미터이하,2016,9,2738
세종,전용면적 85제곱미터초과 102제곱미터이하,2016,9,2665
세종,전용면적 102제곱미터초과,2016,9,2638
강원,모든면적,2016,9,2100
강원,전용면적 60제곱미터이하,2016,9,2075
강원,전용면적 60제곱미터초과 85제곱미터이하,2016,9,2135
강원,전용면적 85제곱미터초과 102제곱미터이하,2016,9,
강원,전용면적 102제곱미터초과,2016,9,2380
충북,모든면적,2016,9,2125
충북,전용면적 60제곱미터이하,2016,9,2044
충북,전용면적 60제곱미터초과 85제곱미터이하,2016,9,2153
충북,전용면적 85제곱미터초과 102제곱미터이하,2016,9,2321
충북,전용면적 102제곱미터초과,2016,9,2243
충남,모든면적,2016,9,2236
충남,전용면적 60제곱미터이하,2016,9,2328
충남,전용면적 60제곱미터초과 85제곱미터이하,2016,9,2225
충남,전용면적 85제곱미터초과 102제곱미터이하,2016,9,2614
충남,전용면적 102제곱미터초과,2016,9,2765
전북,모든면적,2016,9,1925
전북,전용면적 60제곱미터이하,2016,9,1935
전북,전용면적 60제곱미터초과 85제곱미터이하,2016,9,1930
전북,전용면적 85제곱미터초과 102제곱미터이하,2016,9,2297
전북,전용면적 102제곱미터초과,2016,9,2323
전남,모든면적,2016,9,1972
전남,전용면적 60제곱미터이하,2016,9,1997
전남,전용면적 60제곱미터초과 85제곱미터이하,2016,9,1966
전남,전용면적 85제곱미터초과 102제곱미터이하,2016,9,2364
전남,전용면적 102제곱미터초과,2016,9,2264
경북,모든면적,2016,9,2251
경북,전용면적 60제곱미터이하,2016,9,2118
경북,전용면적 60제곱미터초과 85제곱미터이하,2016,9,2263
경북,전용면적 85제곱미터초과 102제곱미터이하,2016,9,2630
경북,전용면적 102제곱미터초과,2016,9,2550
경남,모든면적,2016,9,2391
경남,전용면적 60제곱미터이하,2016,9,2429
경남,전용면적 60제곱미터초과 85제곱미터이하,2016,9,2387
경남,전용면적 85제곱미터초과 102제곱미터이하,2016,9,2844
경남,전용면적 102제곱미터초과,2016,9,2736
제주,모든면적,2016,9,3083
제주,전용면적 60제곱미터이하,2016,9,4091
제주,전용면적 60제곱미터초과 85제곱미터이하,2016,9,2994
제주,전용면적 85제곱미터초과 102제곱미터이하,2016,9,3157
제주,전용면적 102제곱미터초과,2016,9,3082
서울,모든면적,2016,10,6400
서울,전용면적 60제곱미터이하,2016,10,6661
서울,전용면적 60제곱미터초과 85제곱미터이하,2016,10,6537
서울,전용면적 85제곱미터초과 102제곱미터이하,2016,10,7400
서울,전용면적 102제곱미터초과,2016,10,7241
인천,모든면적,2016,10,3198
인천,전용면적 60제곱미터이하,2016,10,3041
인천,전용면적 60제곱미터초과 85제곱미터이하,2016,10,3153
인천,전용면적 85제곱미터초과 102제곱미터이하,2016,10,3311
인천,전용면적 102제곱미터초과,2016,10,4201
경기,모든면적,2016,10,3431
경기,전용면적 60제곱미터이하,2016,10,3508
경기,전용면적 60제곱미터초과 85제곱미터이하,2016,10,3389
경기,전용면적 85제곱미터초과 102제곱미터이하,2016,10,3305
경기,전용면적 102제곱미터초과,2016,10,4219
부산,모든면적,2016,10,3097
부산,전용면적 60제곱미터이하,2016,10,3070
부산,전용면적 60제곱미터초과 85제곱미터이하,2016,10,3087
부산,전용면적 85제곱미터초과 102제곱미터이하,2016,10,3395
부산,전용면적 102제곱미터초과,2016,10,3840
대구,모든면적,2016,10,3147
대구,전용면적 60제곱미터이하,2016,10,3182
대구,전용면적 60제곱미터초과 85제곱미터이하,2016,10,3154
대구,전용면적 85제곱미터초과 102제곱미터이하,2016,10,3045
대구,전용면적 102제곱미터초과,2016,10,3045
광주,모든면적,2016,10,2725
광주,전용면적 60제곱미터이하,2016,10,2568
광주,전용면적 60제곱미터초과 85제곱미터이하,2016,10,2728
광주,전용면적 85제곱미터초과 102제곱미터이하,2016,10,2754
광주,전용면적 102제곱미터초과,2016,10,3087
대전,모든면적,2016,10,3066
대전,전용면적 60제곱미터이하,2016,10,3013
대전,전용면적 60제곱미터초과 85제곱미터이하,2016,10,3072
대전,전용면적 85제곱미터초과 102제곱미터이하,2016,10,2600
대전,전용면적 102제곱미터초과,2016,10,4328
울산,모든면적,2016,10,3205
울산,전용면적 60제곱미터이하,2016,10,2557
울산,전용면적 60제곱미터초과 85제곱미터이하,2016,10,3223
울산,전용면적 85제곱미터초과 102제곱미터이하,2016,10,2663
울산,전용면적 102제곱미터초과,2016,10,3033
세종,모든면적,2016,10,2700
세종,전용면적 60제곱미터이하,2016,10,2778
세종,전용면적 60제곱미터초과 85제곱미터이하,2016,10,2709
세종,전용면적 85제곱미터초과 102제곱미터이하,2016,10,2687
세종,전용면적 102제곱미터초과,2016,10,2651
강원,모든면적,2016,10,2137
강원,전용면적 60제곱미터이하,2016,10,2111
강원,전용면적 60제곱미터초과 85제곱미터이하,2016,10,2138
강원,전용면적 85제곱미터초과 102제곱미터이하,2016,10,2031
강원,전용면적 102제곱미터초과,2016,10,2191
충북,모든면적,2016,10,2098
충북,전용면적 60제곱미터이하,2016,10,2078
충북,전용면적 60제곱미터초과 85제곱미터이하,2016,10,2169
충북,전용면적 85제곱미터초과 102제곱미터이하,2016,10,2684
충북,전용면적 102제곱미터초과,2016,10,2247
충남,모든면적,2016,10,2247
충남,전용면적 60제곱미터이하,2016,10,2290
충남,전용면적 60제곱미터초과 85제곱미터이하,2016,10,2243
충남,전용면적 85제곱미터초과 102제곱미터이하,2016,10,2614
충남,전용면적 102제곱미터초과,2016,10,2765
전북,모든면적,2016,10,1927
전북,전용면적 60제곱미터이하,2016,10,1942
전북,전용면적 60제곱미터초과 85제곱미터이하,2016,10,1933
전북,전용면적 85제곱미터초과 102제곱미터이하,2016,10,2305
전북,전용면적 102제곱미터초과,2016,10,2324
전남,모든면적,2016,10,1982
전남,전용면적 60제곱미터이하,2016,10,2058
전남,전용면적 60제곱미터초과 85제곱미터이하,2016,10,1984
전남,전용면적 85제곱미터초과 102제곱미터이하,2016,10,2467
전남,전용면적 102제곱미터초과,2016,10,2157
경북,모든면적,2016,10,2294
경북,전용면적 60제곱미터이하,2016,10,2277
경북,전용면적 60제곱미터초과 85제곱미터이하,2016,10,2302
경북,전용면적 85제곱미터초과 102제곱미터이하,2016,10,2653
경북,전용면적 102제곱미터초과,2016,10,2544
경남,모든면적,2016,10,2412
경남,전용면적 60제곱미터이하,2016,10,2495
경남,전용면적 60제곱미터초과 85제곱미터이하,2016,10,2406
경남,전용면적 85제곱미터초과 102제곱미터이하,2016,10,2870
경남,전용면적 102제곱미터초과,2016,10,2638
제주,모든면적,2016,10,3083
제주,전용면적 60제곱미터이하,2016,10,4091
제주,전용면적 60제곱미터초과 85제곱미터이하,2016,10,2994
제주,전용면적 85제곱미터초과 102제곱미터이하,2016,10,3157
제주,전용면적 102제곱미터초과,2016,10,3082
서울,모든면적,2016,11,6370
서울,전용면적 60제곱미터이하,2016,11,6695
서울,전용면적 60제곱미터초과 85제곱미터이하,2016,11,6508
서울,전용면적 85제곱미터초과 102제곱미터이하,2016,11,6749
서울,전용면적 102제곱미터초과,2016,11,6350
인천,모든면적,2016,11,3151
인천,전용면적 60제곱미터이하,2016,11,3121
인천,전용면적 60제곱미터초과 85제곱미터이하,2016,11,3153
인천,전용면적 85제곱미터초과 102제곱미터이하,2016,11,3311
인천,전용면적 102제곱미터초과,2016,11,4201
경기,모든면적,2016,11,3546
경기,전용면적 60제곱미터이하,2016,11,3650
경기,전용면적 60제곱미터초과 85제곱미터이하,2016,11,3497
경기,전용면적 85제곱미터초과 102제곱미터이하,2016,11,3439
경기,전용면적 102제곱미터초과,2016,11,4230
부산,모든면적,2016,11,3083
부산,전용면적 60제곱미터이하,2016,11,3039
부산,전용면적 60제곱미터초과 85제곱미터이하,2016,11,3070
부산,전용면적 85제곱미터초과 102제곱미터이하,2016,11,3395
부산,전용면적 102제곱미터초과,2016,11,3840
대구,모든면적,2016,11,3109
대구,전용면적 60제곱미터이하,2016,11,3182
대구,전용면적 60제곱미터초과 85제곱미터이하,2016,11,3114
대구,전용면적 85제곱미터초과 102제곱미터이하,2016,11,3045
대구,전용면적 102제곱미터초과,2016,11,5014
광주,모든면적,2016,11,2775
광주,전용면적 60제곱미터이하,2016,11,2559
광주,전용면적 60제곱미터초과 85제곱미터이하,2016,11,2784
광주,전용면적 85제곱미터초과 102제곱미터이하,2016,11,2817
광주,전용면적 102제곱미터초과,2016,11,3273
대전,모든면적,2016,11,2685
대전,전용면적 60제곱미터이하,2016,11,2671
대전,전용면적 60제곱미터초과 85제곱미터이하,2016,11,2660
대전,전용면적 85제곱미터초과 102제곱미터이하,2016,11,2600
대전,전용면적 102제곱미터초과,2016,11,4328
울산,모든면적,2016,11,3260
울산,전용면적 60제곱미터이하,2016,11,2842
울산,전용면적 60제곱미터초과 85제곱미터이하,2016,11,3274
울산,전용면적 85제곱미터초과 102제곱미터이하,2016,11,
울산,전용면적 102제곱미터초과,2016,11,3195
세종,모든면적,2016,11,2702
세종,전용면적 60제곱미터이하,2016,11,2778
세종,전용면적 60제곱미터초과 85제곱미터이하,2016,11,2709
세종,전용면적 85제곱미터초과 102제곱미터이하,2016,11,2687
세종,전용면적 102제곱미터초과,2016,11,2670
강원,모든면적,2016,11,2071
강원,전용면적 60제곱미터이하,2016,11,2017
강원,전용면적 60제곱미터초과 85제곱미터이하,2016,11,2073
강원,전용면적 85제곱미터초과 102제곱미터이하,2016,11,2031
강원,전용면적 102제곱미터초과,2016,11,2191
충북,모든면적,2016,11,2125
충북,전용면적 60제곱미터이하,2016,11,2082
충북,전용면적 60제곱미터초과 85제곱미터이하,2016,11,2144
충북,전용면적 85제곱미터초과 102제곱미터이하,2016,11,2711
충북,전용면적 102제곱미터초과,2016,11,2221
충남,모든면적,2016,11,2277
충남,전용면적 60제곱미터이하,2016,11,2322
충남,전용면적 60제곱미터초과 85제곱미터이하,2016,11,2278
충남,전용면적 85제곱미터초과 102제곱미터이하,2016,11,2926
충남,전용면적 102제곱미터초과,2016,11,2685
전북,모든면적,2016,11,1928
전북,전용면적 60제곱미터이하,2016,11,1942
전북,전용면적 60제곱미터초과 85제곱미터이하,2016,11,1934
전북,전용면적 85제곱미터초과 102제곱미터이하,2016,11,2305
전북,전용면적 102제곱미터초과,2016,11,2321
전남,모든면적,2016,11,2056
전남,전용면적 60제곱미터이하,2016,11,2058
전남,전용면적 60제곱미터초과 85제곱미터이하,2016,11,2058
전남,전용면적 85제곱미터초과 102제곱미터이하,2016,11,2467
전남,전용면적 102제곱미터초과,2016,11,2262
경북,모든면적,2016,11,2294
경북,전용면적 60제곱미터이하,2016,11,2290
경북,전용면적 60제곱미터초과 85제곱미터이하,2016,11,2303
경북,전용면적 85제곱미터초과 102제곱미터이하,2016,11,2690
경북,전용면적 102제곱미터초과,2016,11,2499
경남,모든면적,2016,11,2359
경남,전용면적 60제곱미터이하,2016,11,2496
경남,전용면적 60제곱미터초과 85제곱미터이하,2016,11,2351
경남,전용면적 85제곱미터초과 102제곱미터이하,2016,11,2872
경남,전용면적 102제곱미터초과,2016,11,2621
제주,모든면적,2016,11,3107
제주,전용면적 60제곱미터이하,2016,11,4091
제주,전용면적 60제곱미터초과 85제곱미터이하,2016,11,3024
제주,전용면적 85제곱미터초과 102제곱미터이하,2016,11,3157
제주,전용면적 102제곱미터초과,2016,11,3082
서울,모든면적,2016,12,6443
서울,전용면적 60제곱미터이하,2016,12,6713
서울,전용면적 60제곱미터초과 85제곱미터이하,2016,12,6492
서울,전용면적 85제곱미터초과 102제곱미터이하,2016,12,7030
서울,전용면적 102제곱미터초과,2016,12,6771
인천,모든면적,2016,12,3132
인천,전용면적 60제곱미터이하,2016,12,3181
인천,전용면적 60제곱미터초과 85제곱미터이하,2016,12,3137
인천,전용면적 85제곱미터초과 102제곱미터이하,2016,12,3275
인천,전용면적 102제곱미터초과,2016,12,4201
경기,모든면적,2016,12,3555
경기,전용면적 60제곱미터이하,2016,12,3602
경기,전용면적 60제곱미터초과 85제곱미터이하,2016,12,3508
경기,전용면적 85제곱미터초과 102제곱미터이하,2016,12,3360
경기,전용면적 102제곱미터초과,2016,12,4229
부산,모든면적,2016,12,3253
부산,전용면적 60제곱미터이하,2016,12,3030
부산,전용면적 60제곱미터초과 85제곱미터이하,2016,12,3249
부산,전용면적 85제곱미터초과 102제곱미터이하,2016,12,3354
부산,전용면적 102제곱미터초과,2016,12,4214
대구,모든면적,2016,12,3144
대구,전용면적 60제곱미터이하,2016,12,3500
대구,전용면적 60제곱미터초과 85제곱미터이하,2016,12,3151
대구,전용면적 85제곱미터초과 102제곱미터이하,2016,12,3045
대구,전용면적 102제곱미터초과,2016,12,5014
광주,모든면적,2016,12,2783
광주,전용면적 60제곱미터이하,2016,12,2557
광주,전용면적 60제곱미터초과 85제곱미터이하,2016,12,2794
광주,전용면적 85제곱미터초과 102제곱미터이하,2016,12,2817
광주,전용면적 102제곱미터초과,2016,12,3273
대전,모든면적,2016,12,2685
대전,전용면적 60제곱미터이하,2016,12,2671
대전,전용면적 60제곱미터초과 85제곱미터이하,2016,12,2660
대전,전용면적 85제곱미터초과 102제곱미터이하,2016,12,2600
대전,전용면적 102제곱미터초과,2016,12,4328
울산,모든면적,2016,12,3260
울산,전용면적 60제곱미터이하,2016,12,2858
울산,전용면적 60제곱미터초과 85제곱미터이하,2016,12,3272
울산,전용면적 85제곱미터초과 102제곱미터이하,2016,12,
울산,전용면적 102제곱미터초과,2016,12,3177
세종,모든면적,2016,12,2705
세종,전용면적 60제곱미터이하,2016,12,2769
세종,전용면적 60제곱미터초과 85제곱미터이하,2016,12,2706
세종,전용면적 85제곱미터초과 102제곱미터이하,2016,12,2676
세종,전용면적 102제곱미터초과,2016,12,2673
강원,모든면적,2016,12,2087
강원,전용면적 60제곱미터이하,2016,12,2085
강원,전용면적 60제곱미터초과 85제곱미터이하,2016,12,2085
강원,전용면적 85제곱미터초과 102제곱미터이하,2016,12,2248
강원,전용면적 102제곱미터초과,2016,12,2247
충북,모든면적,2016,12,2081
충북,전용면적 60제곱미터이하,2016,12,2099
충북,전용면적 60제곱미터초과 85제곱미터이하,2016,12,2100
충북,전용면적 85제곱미터초과 102제곱미터이하,2016,12,2855
충북,전용면적 102제곱미터초과,2016,12,2362
충남,모든면적,2016,12,2274
충남,전용면적 60제곱미터이하,2016,12,2355
충남,전용면적 60제곱미터초과 85제곱미터이하,2016,12,2273
충남,전용면적 85제곱미터초과 102제곱미터이하,2016,12,2926
충남,전용면적 102제곱미터초과,2016,12,2685
전북,모든면적,2016,12,2004
전북,전용면적 60제곱미터이하,2016,12,2265
전북,전용면적 60제곱미터초과 85제곱미터이하,2016,12,2004
전북,전용면적 85제곱미터초과 102제곱미터이하,2016,12,2305
전북,전용면적 102제곱미터초과,2016,12,2321
전남,모든면적,2016,12,2078
전남,전용면적 60제곱미터이하,2016,12,2058
전남,전용면적 60제곱미터초과 85제곱미터이하,2016,12,2074
전남,전용면적 85제곱미터초과 102제곱미터이하,2016,12,2467
전남,전용면적 102제곱미터초과,2016,12,2319
경북,모든면적,2016,12,2311
경북,전용면적 60제곱미터이하,2016,12,2327
경북,전용면적 60제곱미터초과 85제곱미터이하,2016,12,2314
경북,전용면적 85제곱미터초과 102제곱미터이하,2016,12,2690
경북,전용면적 102제곱미터초과,2016,12,2499
경남,모든면적,2016,12,2388
경남,전용면적 60제곱미터이하,2016,12,2478
경남,전용면적 60제곱미터초과 85제곱미터이하,2016,12,2380
경남,전용면적 85제곱미터초과 102제곱미터이하,2016,12,2872
경남,전용면적 102제곱미터초과,2016,12,2621
제주,모든면적,2016,12,3132
제주,전용면적 60제곱미터이하,2016,12,4091
제주,전용면적 60제곱미터초과 85제곱미터이하,2016,12,3048
제주,전용면적 85제곱미터초과 102제곱미터이하,2016,12,3157
제주,전용면적 102제곱미터초과,2016,12,3082
서울,모든면적,2017,1,6450
서울,전용면적 60제곱미터이하,2017,1,6662
서울,전용면적 60제곱미터초과 85제곱미터이하,2017,1,6500
서울,전용면적 85제곱미터초과 102제곱미터이하,2017,1,7030
서울,전용면적 102제곱미터초과,2017,1,6771
인천,모든면적,2017,1,3132
인천,전용면적 60제곱미터이하,2017,1,3181
인천,전용면적 60제곱미터초과 85제곱미터이하,2017,1,3137
인천,전용면적 85제곱미터초과 102제곱미터이하,2017,1,3275
인천,전용면적 102제곱미터초과,2017,1,4201
경기,모든면적,2017,1,3554
경기,전용면적 60제곱미터이하,2017,1,3609
경기,전용면적 60제곱미터초과 85제곱미터이하,2017,1,3508
경기,전용면적 85제곱미터초과 102제곱미터이하,2017,1,3360
경기,전용면적 102제곱미터초과,2017,1,4229
부산,모든면적,2017,1,3244
부산,전용면적 60제곱미터이하,2017,1,3030
부산,전용면적 60제곱미터초과 85제곱미터이하,2017,1,3240
부산,전용면적 85제곱미터초과 102제곱미터이하,2017,1,3354
부산,전용면적 102제곱미터초과,2017,1,4214
대구,모든면적,2017,1,3121
대구,전용면적 60제곱미터이하,2017,1,3608
대구,전용면적 60제곱미터초과 85제곱미터이하,2017,1,3129
대구,전용면적 85제곱미터초과 102제곱미터이하,2017,1,3045
대구,전용면적 102제곱미터초과,2017,1,5014
광주,모든면적,2017,1,2778
광주,전용면적 60제곱미터이하,2017,1,2557
광주,전용면적 60제곱미터초과 85제곱미터이하,2017,1,2790
광주,전용면적 85제곱미터초과 102제곱미터이하,2017,1,2817
광주,전용면적 102제곱미터초과,2017,1,3273
대전,모든면적,2017,1,2685
대전,전용면적 60제곱미터이하,2017,1,2671
대전,전용면적 60제곱미터초과 85제곱미터이하,2017,1,2660
대전,전용면적 85제곱미터초과 102제곱미터이하,2017,1,2600
대전,전용면적 102제곱미터초과,2017,1,4328
울산,모든면적,2017,1,3260
울산,전용면적 60제곱미터이하,2017,1,2858
울산,전용면적 60제곱미터초과 85제곱미터이하,2017,1,3272
울산,전용면적 85제곱미터초과 102제곱미터이하,2017,1,
울산,전용면적 102제곱미터초과,2017,1,3177
세종,모든면적,2017,1,2705
세종,전용면적 60제곱미터이하,2017,1,2769
세종,전용면적 60제곱미터초과 85제곱미터이하,2017,1,2706
세종,전용면적 85제곱미터초과 102제곱미터이하,2017,1,2676
세종,전용면적 102제곱미터초과,2017,1,2673
강원,모든면적,2017,1,2085
강원,전용면적 60제곱미터이하,2017,1,2084
강원,전용면적 60제곱미터초과 85제곱미터이하,2017,1,2083
강원,전용면적 85제곱미터초과 102제곱미터이하,2017,1,2213
강원,전용면적 102제곱미터초과,2017,1,2246
충북,모든면적,2017,1,2105
충북,전용면적 60제곱미터이하,2017,1,2142
충북,전용면적 60제곱미터초과 85제곱미터이하,2017,1,2124
충북,전용면적 85제곱미터초과 102제곱미터이하,2017,1,2855
충북,전용면적 102제곱미터초과,2017,1,2362
충남,모든면적,2017,1,2235
충남,전용면적 60제곱미터이하,2017,1,2335
충남,전용면적 60제곱미터초과 85제곱미터이하,2017,1,2236
충남,전용면적 85제곱미터초과 102제곱미터이하,2017,1,2963
충남,전용면적 102제곱미터초과,2017,1,2679
전북,모든면적,2017,1,2006
전북,전용면적 60제곱미터이하,2017,1,2315
전북,전용면적 60제곱미터초과 85제곱미터이하,2017,1,2004
전북,전용면적 85제곱미터초과 102제곱미터이하,2017,1,2305
전북,전용면적 102제곱미터초과,2017,1,2321
전남,모든면적,2017,1,2078
전남,전용면적 60제곱미터이하,2017,1,2058
전남,전용면적 60제곱미터초과 85제곱미터이하,2017,1,2074
전남,전용면적 85제곱미터초과 102제곱미터이하,2017,1,2467
전남,전용면적 102제곱미터초과,2017,1,2319
경북,모든면적,2017,1,2312
경북,전용면적 60제곱미터이하,2017,1,2328
경북,전용면적 60제곱미터초과 85제곱미터이하,2017,1,2315
경북,전용면적 85제곱미터초과 102제곱미터이하,2017,1,2690
경북,전용면적 102제곱미터초과,2017,1,2540
경남,모든면적,2017,1,2390
경남,전용면적 60제곱미터이하,2017,1,2478
경남,전용면적 60제곱미터초과 85제곱미터이하,2017,1,2382
경남,전용면적 85제곱미터초과 102제곱미터이하,2017,1,2872
경남,전용면적 102제곱미터초과,2017,1,2623
제주,모든면적,2017,1,3124
제주,전용면적 60제곱미터이하,2017,1,4091
제주,전용면적 60제곱미터초과 85제곱미터이하,2017,1,3036
제주,전용면적 85제곱미터초과 102제곱미터이하,2017,1,3157
제주,전용면적 102제곱미터초과,2017,1,3082
서울,모든면적,2017,2,6464
서울,전용면적 60제곱미터이하,2017,2,6668
서울,전용면적 60제곱미터초과 85제곱미터이하,2017,2,6522
서울,전용면적 85제곱미터초과 102제곱미터이하,2017,2,6655
서울,전용면적 102제곱미터초과,2017,2,6893
인천,모든면적,2017,2,3167
인천,전용면적 60제곱미터이하,2017,2,3197
인천,전용면적 60제곱미터초과 85제곱미터이하,2017,2,3171
인천,전용면적 85제곱미터초과 102제곱미터이하,2017,2,3275
인천,전용면적 102제곱미터초과,2017,2,4201
경기,모든면적,2017,2,3607
경기,전용면적 60제곱미터이하,2017,2,3652
경기,전용면적 60제곱미터초과 85제곱미터이하,2017,2,3562
경기,전용면적 85제곱미터초과 102제곱미터이하,2017,2,3454
경기,전용면적 102제곱미터초과,2017,2,4296
부산,모든면적,2017,2,3243
부산,전용면적 60제곱미터이하,2017,2,3030
부산,전용면적 60제곱미터초과 85제곱미터이하,2017,2,3239
부산,전용면적 85제곱미터초과 102제곱미터이하,2017,2,3354
부산,전용면적 102제곱미터초과,2017,2,4214
대구,모든면적,2017,2,3158
대구,전용면적 60제곱미터이하,2017,2,3608
대구,전용면적 60제곱미터초과 85제곱미터이하,2017,2,3167
대구,전용면적 85제곱미터초과 102제곱미터이하,2017,2,3045
대구,전용면적 102제곱미터초과,2017,2,5014
광주,모든면적,2017,2,2778
광주,전용면적 60제곱미터이하,2017,2,2557
광주,전용면적 60제곱미터초과 85제곱미터이하,2017,2,2790
광주,전용면적 85제곱미터초과 102제곱미터이하,2017,2,2817
광주,전용면적 102제곱미터초과,2017,2,3273
대전,모든면적,2017,2,2721
대전,전용면적 60제곱미터이하,2017,2,2776
대전,전용면적 60제곱미터초과 85제곱미터이하,2017,2,2681
대전,전용면적 85제곱미터초과 102제곱미터이하,2017,2,2600
대전,전용면적 102제곱미터초과,2017,2,4328
울산,모든면적,2017,2,3263
울산,전용면적 60제곱미터이하,2017,2,2858
울산,전용면적 60제곱미터초과 85제곱미터이하,2017,2,3274
울산,전용면적 85제곱미터초과 102제곱미터이하,2017,2,
울산,전용면적 102제곱미터초과,2017,2,3177
세종,모든면적,2017,2,2705
세종,전용면적 60제곱미터이하,2017,2,2769
세종,전용면적 60제곱미터초과 85제곱미터이하,2017,2,2706
세종,전용면적 85제곱미터초과 102제곱미터이하,2017,2,2676
세종,전용면적 102제곱미터초과,2017,2,2673
강원,모든면적,2017,2,2090
강원,전용면적 60제곱미터이하,2017,2,2082
강원,전용면적 60제곱미터초과 85제곱미터이하,2017,2,2090
강원,전용면적 85제곱미터초과 102제곱미터이하,2017,2,2221
강원,전용면적 102제곱미터초과,2017,2,2251
충북,모든면적,2017,2,2044
충북,전용면적 60제곱미터이하,2017,2,2049
충북,전용면적 60제곱미터초과 85제곱미터이하,2017,2,2061
충북,전용면적 85제곱미터초과 102제곱미터이하,2017,2,2855
충북,전용면적 102제곱미터초과,2017,2,2358
충남,모든면적,2017,2,2236
